Морковь, Китай, 5 тонн, 7050000 рублей
Лимон, Аргентина, 2 тонны, 500000 рублей
Сыр, Германия, 50 тонн, 12340000 рублей
Горчица, Венгрия, 10 тонн, 500000 рублей
масло, США, 2 тонны, 14850000 рублей
Сгущенка, США, 20 тонн, 500000 рублей
хлеб, Австрия, 5 тонн, 1250000 рублей
Творог, Аргентина, 1 тонна, 12340000 рублей
Фрикадельки (домашний полуфабрикат), Аргентина, 20 тонн, 500000 рублей
Морковь, США, 20 тонн, 12340000 рублей
яблоки, США, 20 тонн, 1000000 рублей
Сгущенка, Австрия, 50 тонн, 12340000 рублей
рыба, Германия, 10 тонн, 500000 рублей
Морковь, Германия, 20 тонн, 12340000 рублей
яблоки, Китай, 15 тонн, 500000 рублей
Масло растительное, Китай, 1 тонна, 7050000 рублей
Томатная паста, Австралия, 20 тонн, 14850000 рублей
Сметана, Германия, 10 тонн, 7050000 рублей
зерно, Австралия, 10 тонн, 7050000 рублей
Консервированный горошек, Германия, 2 тонны, 1000000 рублей
Сыр, Перу, 5 тонн, 1250000 рублей
Консервированный горошек, Австрия, 10 тонн, 14850000 рублей
яблоки, Венгрия, 5 тонн, 1000000 рублей
шоколад, Аргентина, 30 тонн, 500000 рублей
Сыр, Германия, 50 тонн, 14850000 рублей
рыба, Венгрия, 1 тонна, 14850000 рублей
Детское питание 7 банок, Аргентина, 15 тонн, 1250000 рублей
Консервированная кукуруза, Германия, 10 тонн, 14850000 рублей
Масло сливочное, США, 30 тонн, 7050000 рублей
Детское питание 7 банок, Аргентина, 20 тонн, 14850000 рублей
Петрушка, США, 30 тонн, 12340000 рублей
Томатная паста, Венгрия, 20 тонн, 14850000 рублей
Кошачий корм, Венгрия, 1 тонна, 1000000 рублей
Детское питание 7 банок, Германия, 15 тонн, 500000 рублей
хлеб, Австрия, 1 тонна, 1000000 рублей
Детское питание 7 банок, США, 2 тонны, 7050000 рублей
Петрушка, Австрия, 50 тонн, 500000 рублей
Масло растительное, Венгрия, 50 тонн, 7050000 рублей
Масло сливочное, Аргентина, 10 тонн, 12340000 рублей
Стручковая фасоль, США, 30 тонн, 1250000 рублей
Чеснок, Перу, 2 тонны, 1000000 рублей
Стручковая фасоль, США, 30 тонн, 12340000 рублей
Детское питание 7 банок, Германия, 5 тонн, 500000 рублей
Томатная паста, Германия, 30 тонн, 500000 рублей
Масло растительное, Аргентина, 30 тонн, 12340000 рублей
Горчица, Аргентина, 15 тонн, 1250000 рублей
Морковь, Австралия, 20 тонн, 7050000 рублей
Рыбная консерва, Перу, 5 тонн, 1000000 рублей
Горчица, США, 2 тонны, 500000 рублей
Панировочные сухари, Аргентина, 2 тонны, 14850000 рублей
Сахар коричневый, Германия, 15 тонн, 500000 рублей
Котлеты (домашний полуфабрикат), США, 2 тонны, 14850000 рублей
Лимон, Германия, 20 тонн, 1000000 рублей
Суповой набор мясной, Китай, 1 тонна, 1250000 рублей
Томатная паста, Австралия, 50 тонн, 1000000 рублей
яблоки, Аргентина, 50 тонн, 1000000 рублей
Фрикадельки (домашний полуфабрикат), Перу, 2 тонны, 7050000 рублей
Консервированная кукуруза, Австралия, 1 тонна, 7050000 рублей
Консервированный горошек, Австрия, 1 тонна, 1250000 рублей
Сметана, Аргентина, 50 тонн, 14850000 рублей
Малиновое варенье, Австралия, 20 тонн, 500000 рублей
Панировочные сухари, Перу, 1 тонна, 14850000 рублей
Котлеты (домашний полуфабрикат), Перу, 30 тонн, 500000 рублей
Суповой набор мясной, Венгрия, 2 тонны, 12340000 рублей
Рыбная консерва, Перу, 20 тонн, 7050000 рублей
Рыбная консерва, Китай, 2 тонны, 12340000 рублей
Чеснок, Австрия, 1 тонна, 1250000 рублей
Сметана, Австрия, 20 тонн, 12340000 рублей
Консервированный горошек, Аргентина, 50 тонн, 1000000 рублей
шоколад, Австрия, 20 тонн, 1250000 рублей
груши, Австралия, 10 тонн, 12340000 рублей
зерно, Китай, 20 тонн, 1000000 рублей
Сыр, Австралия, 5 тонн, 500000 рублей
Кошачий корм, Германия, 20 тонн, 500000 рублей
Кошачий корм, Германия, 5 тонн, 14850000 рублей
хлеб, Аргентина, 1 тонна, 1000000 рублей
Масло сливочное, Перу, 15 тонн, 7050000 рублей
Малиновое варенье, Германия, 30 тонн, 500000 рублей
Кошачий корм, Австрия, 30 тонн, 1000000 рублей
Суповой набор куриный, Германия, 2 тонны, 1000000 рублей
Кошачий корм, Германия, 15 тонн, 7050000 рублей
хлеб, Аргентина, 15 тонн, 12340000 рублей
Детское питание 7 банок, США, 20 тонн, 14850000 рублей
Фрикадельки (домашний полуфабрикат), Германия, 15 тонн, 500000 рублей
груши, Венгрия, 15 тонн, 7050000 рублей
шоколад, Австрия, 20 тонн, 7050000 рублей
Малиновое варенье, Китай, 5 тонн, 1000000 рублей
Чеснок, Австралия, 5 тонн, 1000000 рублей
Стручковая фасоль, Германия, 20 тонн, 1000000 рублей
