шоколад, Германия, 20 тонн, 12340000 рублей
груши, Германия, 30 тонн, 1000000 рублей
шоколад, Австрия, 10 тонн, 1000000 рублей
шоколад, Австралия, 20 тонн, 12340000 рублей
масло, Аргентина, 15 тонн, 1250000 рублей
хлеб, Перу, 50 тонн, 14850000 рублей
яблоки, Венгрия, 30 тонн, 500000 рублей
масло, Австралия, 5 тонн, 7050000 рублей
хлеб, Австралия, 10 тонн, 500000 рублей
груши, Германия, 30 тонн, 12340000 рублей
яблоки, Германия, 2 тонны, 1000000 рублей
груши, Аргентина, 50 тонн, 500000 рублей
хлеб, Китай, 1 тонна, 7050000 рублей
зерно, Венгрия, 50 тонн, 1250000 рублей
рыба, Германия, 15 тонн, 12340000 рублей
шоколад, Австрия, 5 тонн, 14850000 рублей
яблоки, Австрия, 30 тонн, 1000000 рублей
хлеб, Китай, 30 тонн, 7050000 рублей
рыба, Китай, 1 тонна, 14850000 рублей
шоколад, США, 1 тонна, 14850000 рублей
шоколад, Венгрия, 1 тонна, 12340000 рублей
яблоки, Венгрия, 15 тонн, 500000 рублей
груши, Венгрия, 30 тонн, 14850000 рублей
шоколад, Венгрия, 10 тонн, 1000000 рублей
зерно, Китай, 20 тонн, 14850000 рублей
масло, Аргентина, 2 тонны, 12340000 рублей
хлеб, Венгрия, 15 тонн, 7050000 рублей
масло, Австрия, 30 тонн, 14850000 рублей
яблоки, Австрия, 1 тонна, 1000000 рублей
хлеб, Перу, 2 тонны, 500000 рублей
масло, Австралия, 10 тонн, 500000 рублей
шоколад, Германия, 10 тонн, 7050000 рублей
хлеб, Венгрия, 20 тонн, 1250000 рублей
груши, Аргентина, 5 тонн, 7050000 рублей
рыба, Китай, 20 тонн, 14850000 рублей
шоколад, Аргентина, 1 тонна, 500000 рублей
рыба, Венгрия, 30 тонн, 1000000 рублей
рыба, Перу, 1 тонна, 14850000 рублей
рыба, США, 30 тонн, 14850000 рублей
груши, Венгрия, 50 тонн, 7050000 рублей
яблоки, Венгрия, 1 тонна, 500000 рублей
рыба, Австралия, 1 тонна, 1250000 рублей
груши, Австралия, 20 тонн, 7050000 рублей
шоколад, Австралия, 1 тонна, 7050000 рублей
яблоки, Перу, 30 тонн, 14850000 рублей
зерно, Австрия, 50 тонн, 1250000 рублей
хлеб, Китай, 20 тонн, 1000000 рублей
шоколад, Китай, 1 тонна, 7050000 рублей
зерно, Аргентина, 1 тонна, 14850000 рублей
яблоки, Австрия, 10 тонн, 500000 рублей
шоколад, Германия, 1 тонна, 500000 рублей
шоколад, Китай, 15 тонн, 1250000 рублей
груши, Китай, 2 тонны, 1250000 рублей
зерно, Перу, 5 тонн, 12340000 рублей
хлеб, Китай, 20 тонн, 7050000 рублей
хлеб, Венгрия, 15 тонн, 500000 рублей
хлеб, Китай, 5 тонн, 1250000 рублей
масло, Аргентина, 5 тонн, 1000000 рублей
груши, Перу, 15 тонн, 7050000 рублей
хлеб, Аргентина, 30 тонн, 7050000 рублей
хлеб, Перу, 5 тонн, 1000000 рублей
груши, Австралия, 10 тонн, 1250000 рублей
шоколад, Австралия, 1 тонна, 1250000 рублей
шоколад, Китай, 20 тонн, 12340000 рублей
груши, Германия, 10 тонн, 1000000 рублей
хлеб, Перу, 20 тонн, 1000000 рублей
шоколад, Австрия, 10 тонн, 12340000 рублей
яблоки, Австралия, 2 тонны, 500000 рублей
рыба, США, 2 тонны, 1250000 рублей
хлеб, Аргентина, 50 тонн, 12340000 рублей
груши, Германия, 30 тонн, 500000 рублей
масло, Китай, 30 тонн, 1250000 рублей
шоколад, Австрия, 2 тонны, 12340000 рублей
хлеб, Австралия, 15 тонн, 1250000 рублей
груши, Австрия, 50 тонн, 1250000 рублей
груши, США, 2 тонны, 7050000 рублей
груши, Аргентина, 2 тонны, 7050000 рублей
масло, Австралия, 50 тонн, 14850000 рублей
масло, США, 50 тонн, 1000000 рублей
рыба, Германия, 10 тонн, 12340000 рублей
шоколад, Китай, 2 тонны, 7050000 рублей
яблоки, Аргентина, 5 тонн, 7050000 рублей
зерно, Венгрия, 10 тонн, 1000000 рублей
яблоки, Китай, 20 тонн, 12340000 рублей
зерно, Китай, 2 тонны, 1250000 рублей
масло, Аргентина, 20 тонн, 500000 рублей
хлеб, США, 15 тонн, 500000 рублей
шоколад, США, 20 тонн, 1250000 рублей
зерно, Китай, 20 тонн, 7050000 рублей
рыба, Венгрия, 5 тонн, 7050000 рублей
масло, Германия, 15 тонн, 12340000 рублей
шоколад, Австрия, 20 тонн, 1000000 рублей
груши, Австралия, 2 тонны, 14850000 рублей
рыба, Перу, 1 тонна, 14850000 рублей
хлеб, Китай, 20 тонн, 12340000 рублей
груши, Австралия, 5 тонн, 14850000 рублей
масло, Перу, 15 тонн, 1250000 рублей
груши, Венгрия, 2 тонны, 14850000 рублей
рыба, Австралия, 2 тонны, 7050000 рублей
хлеб, США, 2 тонны, 500000 рублей
хлеб, Австрия, 50 тонн, 14850000 рублей
рыба, Австралия, 1 тонна, 500000 рублей
масло, Австрия, 2 тонны, 12340000 рублей
рыба, Австрия, 10 тонн, 7050000 рублей
масло, Перу, 10 тонн, 1000000 рублей
зерно, Австрия, 20 тонн, 7050000 рублей
рыба, Перу, 20 тонн, 1250000 рублей
груши, Перу, 15 тонн, 12340000 рублей
хлеб, США, 20 тонн, 7050000 рублей
шоколад, Венгрия, 50 тонн, 500000 рублей
масло, Австралия, 15 тонн, 1000000 рублей
яблоки, Германия, 20 тонн, 1250000 рублей
яблоки, Венгрия, 10 тонн, 1250000 рублей
яблоки, Австрия, 5 тонн, 1250000 рублей
зерно, Венгрия, 30 тонн, 14850000 рублей
рыба, Венгрия, 10 тонн, 12340000 рублей
зерно, Перу, 5 тонн, 12340000 рублей
зерно, Австрия, 2 тонны, 500000 рублей
груши, Перу, 20 тонн, 1000000 рублей
рыба, Германия, 20 тонн, 1250000 рублей
шоколад, Аргентина, 10 тонн, 1000000 рублей
масло, Венгрия, 20 тонн, 1000000 рублей
хлеб, Венгрия, 10 тонн, 500000 рублей
яблоки, Австрия, 50 тонн, 12340000 рублей
яблоки, США, 50 тонн, 500000 рублей
зерно, Германия, 2 тонны, 500000 рублей
зерно, Австралия, 10 тонн, 500000 рублей
яблоки, Китай, 5 тонн, 12340000 рублей
масло, Венгрия, 50 тонн, 14850000 рублей
рыба, Китай, 1 тонна, 1250000 рублей
шоколад, Венгрия, 20 тонн, 500000 рублей
яблоки, США, 30 тонн, 7050000 рублей
яблоки, Аргентина, 1 тонна, 14850000 рублей
зерно, США, 50 тонн, 1250000 рублей
груши, Венгрия, 15 тонн, 7050000 рублей
груши, Австралия, 20 тонн, 12340000 рублей
хлеб, Китай, 20 тонн, 12340000 рублей
груши, США, 10 тонн, 12340000 рублей
яблоки, Аргентина, 50 тонн, 500000 рублей
масло, Австрия, 15 тонн, 1000000 рублей
масло, Германия, 15 тонн, 500000 рублей
масло, Германия, 2 тонны, 7050000 рублей
масло, Австрия, 30 тонн, 500000 рублей
рыба, Перу, 5 тонн, 14850000 рублей
хлеб, Австралия, 2 тонны, 1250000 рублей
шоколад, Перу, 20 тонн, 1000000 рублей
зерно, Венгрия, 50 тонн, 12340000 рублей
хлеб, Венгрия, 1 тонна, 500000 рублей
хлеб, Перу, 2 тонны, 14850000 рублей
хлеб, США, 50 тонн, 12340000 рублей
хлеб, Германия, 20 тонн, 7050000 рублей
рыба, Перу, 5 тонн, 1000000 рублей
хлеб, Перу, 5 тонн, 1250000 рублей
груши, Германия, 2 тонны, 14850000 рублей
масло, Венгрия, 1 тонна, 12340000 рублей
шоколад, Австрия, 15 тонн, 12340000 рублей
хлеб, Китай, 30 тонн, 12340000 рублей
яблоки, Австрия, 20 тонн, 7050000 рублей
яблоки, Австралия, 10 тонн, 1000000 рублей
рыба, Китай, 30 тонн, 12340000 рублей
